National Robotics Initiative,8013
ARCTIC NATURAL SCIENCES,5280
National Robotics Initiative,8013
National Robotics Initiative,8013
National Robotics Initiative,8013
ITEST,7227
EAPSI,7316
EAPSI,7316
CI REUSE,6892
INSTRUMENTATION & FACILITIES,1580
RESEARCH INFRASTRUCTURE IMPROV,7217
STATISTICS,1269
ARCHAEOLOGY,1391
ELECT, PHOTONICS, & MAG DEVICE,1517
STATISTICS,1269
PROBABILITY,1263
GEOMETRIC ANALYSIS,1265
BE-UF: ECOL OF INFECTIOUS DISE,7308
STATISTICS,1269
STATISTICS,1269
STATISTICS,1269
STATISTICS,1269
STATISTICS,1269
DiD Challenge,8677
ADVANCE - IT-START,7690
METAL & METALLIC NANOSTRUCTURE,1771
ATOMIC & MOLECULAR DYNAMICS,1291
Digitization,6895
EXP PROG TO STIM COMP RES,9150
STATISTICS,1269
STATISTICS,1269
STATISTICS,1269
STATISTICS,1269
PROBABILITY,1263
GRAVITATIONAL THEORY,1244
ATMOSPHERIC CHEMISTRY,1524
STATISTICS,1269
HIST BLACK COLLEGES AND UNIV,1594
LIGO RESEARCH SUPPORT,1252
EXTRAGALACTIC ASTRON & COSMOLO,1217
ARCHAEOLOGY,1391
STATISTICS,1269
APPLIED MATHEMATICS,1266
RESEARCH INFRASTRUCTURE IMPROV,7217
STELLAR ASTRONOMY & ASTROPHYSC,1215
RESEARCH INFRASTRUCTURE IMPROV,7217
ARCHAEOLOGY,1391
PHYSICS EDUC & INTERDISCIP RES,9134
COMPUTING PROCESSES & ARTIFACT,7352
NANOCOMPUTING,7947
EAPSI,7316
STATISTICS,1269
APPLIED MATHEMATICS,1266
STATISTICS,1269
ATMOSPHERIC CHEMISTRY,1524
STATISTICS,1269
STATISTICS,1269
STATISTICS,1269
STATISTICS,1269
POP & COMMUNITY ECOL PROG,1182
STATISTICS,1269
STATISTICS,1269
ADVANCES IN BIO INFORMATICS,1165
PROBABILITY,1263
APPLIED MATHEMATICS,1266
ADVANCE - IT-START,7690
CONDENSED MATTER PHYSICS,1710
STATISTICS,1269
PROBABILITY,1263
STATISTICS,1269
STATISTICS,1269
EVOLUTIONARY ECOLOGY,7377
ADVANCE - IT-START,7690
STATISTICS,1269
STATISTICS,1269
POP & COMMUNITY ECOL PROG,1182
PROBABILITY,1263
ARCTIC SOCIAL SCIENCES,5221
EAPSI,7316
APPLIED MATHEMATICS,1266
STATISTICS,1269
STATISTICS,1269
ADVANCE - IT-START,7690
ANIMAL BEHAVIOR,7659
ANIMAL BEHAVIOR,7659
DiD Challenge,8677
POP & COMMUNITY ECOL PROG,1182
STATISTICS,1269
STATISTICS,1269
STATISTICS,1269
STATISTICS,1269
STATISTICS,1269
ADVANCE - INSTITUTIONAL TRANSF,1738
PROBABILITY,1263
OPPORTUNITIES FOR RESEARCH CMG,7215
ADVANCE - IT-START,7690
OFFICE OF SPECIAL PROGRAMS-DMR,7222
STATISTICS,1269
PHYLOGENETIC SYSTEMATICS,1171
STATISTICS,1269
Chemistry of Life Processes,6883
STATISTICS,1269
APPLIED MATHEMATICS,1266
STATISTICS,1269
ADVANCE - IT-START,7690
STATISTICS,1269
COFFES,7552
ADVANCE - INSTITUTIONAL TRANSF,1738
DiD Challenge,8677
POP & COMMUNITY ECOL PROG,1182
ADVANCE - INSTITUTIONAL TRANSF,1738
STATISTICS,1269
STATISTICS,1269
ADVANCE - INSTITUTIONAL TRANSF,1738
ADVANCE - IT-START,7690
CDI TYPE II,7751
,5408
ADVANCE - IT-START,7690
STATISTICS,1269
STATISTICS,1269
ADVANCE - INSTITUTIONAL TRANSF,1738
HADRONS AND LIGHT NUCLEI,1232
RES IN NETWORKING TECH & SYS,7363
APPLIED MATHEMATICS,1266
CONDENSED MATTER PHYSICS,1710
MATERIALS PROCESSING AND MANFG,1467
TRUSTWORTHY COMPUTING,7795
RES ON GENDER IN SCI & ENGINE,1544
CROSS-EF ACTIVITIES,7275
,KX46
PHYSICAL & DYNAMIC METEOROLOGY,1525
DISCOVERY RESEARCH K-12,7645
EAPSI,7316
POP & COMMUNITY ECOL PROG,1182
OFFICE OF SPECIAL PROGRAMS-DMR,7222
POP & COMMUNITY ECOL PROG,1182
ANIMAL BEHAVIOR,7659
ANIMAL BEHAVIOR,7659
DiD Challenge,8677
APPLIED MATHEMATICS,1266
Macromolec/Supramolec/Nano,6885
ALGEBRA,NUMBER THEORY,AND COM,1264
POP & COMMUNITY ECOL PROG,1182
ECOSYSTEM STUDIES,1181
GEOMETRIC ANALYSIS,1265
EAPSI,7316
APPLIED MATHEMATICS,1266
CR-Water Sustainability & Clim,7977
PHYSICAL & DYNAMIC METEOROLOGY,1525
APPLIED MATHEMATICS,1266
APPLIED MATHEMATICS,1266
EAPSI,7316
Molecular Biophysics,1144
ANIMAL BEHAVIOR,7659
APPLIED MATHEMATICS,1266
POP & COMMUNITY ECOL PROG,1182
STELLAR ASTRONOMY & ASTROPHYSC,1215
ANIMAL BEHAVIOR,7659
SOLID STATE & MATERIALS CHEMIS,1762
ALGEBRA,NUMBER THEORY,AND COM,1264
EAPSI,7316
DEL,7719
OFFICE OF SPECIAL PROGRAMS-DMR,7222
APPLIED MATHEMATICS,1266
EVOLUTIONARY ECOLOGY,7377
EVOLUTIONARY GENETICS,7378
CERAMICS,1774
ANIMAL BEHAVIOR,7659
EVOLUTIONARY GENETICS,7378
Systematics & Biodiversity Sci,7374
CONDENSED MATTER PHYSICS,1710
SOCIAL-COMPUTATIONAL SYSTEMS,7953
POP & COMMUNITY ECOL PROG,1182
EVOLUTIONARY GENETICS,7378
POP & COMMUNITY ECOL PROG,1182
PRECISION MEASUREMENTS,1289
EXTRAGALACTIC ASTRON & COSMOLO,1217
EVOLUTIONARY GENETICS,7378
ANIMAL BEHAVIOR,7659
ANIMAL BEHAVIOR,7659
ANIMAL BEHAVIOR,7659
ELECTRONIC/PHOTONIC MATERIALS,1775
ANIMAL BEHAVIOR,7659
ECOSYSTEM STUDIES,1181
Systematics & Biodiversity Sci,7374
EVOLUTIONARY GENETICS,7378
POP & COMMUNITY ECOL PROG,1182
AISL,7259
UNDERGROUND PHYSICS,7235
AISL,7259
Systematics & Biodiversity Sci,7374
UNDERGROUND PHYSICS,7235
MATERIALS PROCESSING AND MANFG,1467
ECOSYSTEM STUDIES,1181
UNDERGROUND PHYSICS,7235
ANIMAL BEHAVIOR,7659
Systematics & Biodiversity Sci,7374
PARTICLE ASTROPHYSICS,1643
EAPSI,7316
EVOLUTIONARY ECOLOGY,7377
APPLIED MATHEMATICS,1266
ANIMAL BEHAVIOR,7659
POP & COMMUNITY ECOL PROG,1182
PLANETARY ASTRONOMY,1214
CONDENSED MATTER PHYSICS,1710
ELECTRONIC/PHOTONIC MATERIALS,1775
LIGO RESEARCH SUPPORT,1252
APPLIED MATHEMATICS,1266
APPLIED MATHEMATICS,1266
Software Institutes,8004
ECOSYSTEM STUDIES,1181
ELECTRONIC/PHOTONIC MATERIALS,1775
GALACTIC ASTRONOMY PROGRAM,1216
ANIMAL BEHAVIOR,7659
EVOLUTIONARY ECOLOGY,7377
Systematics & Biodiversity Sci,7374
SOLID STATE & MATERIALS CHEMIS,1762
EVOLUTIONARY GENETICS,7378
STELLAR ASTRONOMY & ASTROPHYSC,1215
EVOLUTIONARY ECOLOGY,7377
EVOLUTIONARY ECOLOGY,7377
EVOLUTIONARY ECOLOGY,7377
ANIMAL BEHAVIOR,7659
Systematics & Biodiversity Sci,7374
POP & COMMUNITY ECOL PROG,1182
ANIMAL BEHAVIOR,7659
Biodiversity: Discov &Analysis,1198
Combinatorics,7970
ECOSYSTEM STUDIES,1181
EVOLUTIONARY GENETICS,7378
DYN COUPLED NATURAL-HUMAN,1691
POP & COMMUNITY ECOL PROG,1182
POP & COMMUNITY ECOL PROG,1182
POLYMERS,1773
ANIMAL BEHAVIOR,7659
EVOLUTIONARY GENETICS,7378
CERAMICS,1774
GRADUATE RESEARCH FELLOWSHIPS,7172
ELECTRONIC/PHOTONIC MATERIALS,1775
PROJECTS,1978
APPLIED MATHEMATICS,1266
Systematics & Biodiversity Sci,7374
Biodiversity: Discov &Analysis,1198
ANIMAL BEHAVIOR,7659
EVOLUTIONARY ECOLOGY,7377
OFFICE OF SPECIAL PROGRAMS-DMR,7222
OCEANOGRAPHIC TECHNICAL SERVCE,5415
EVOLUTIONARY ECOLOGY,7377
CROSS-EF ACTIVITIES,7275
EVOLUTIONARY ECOLOGY,7377
POP & COMMUNITY ECOL PROG,1182
METAL & METALLIC NANOSTRUCTURE,1771
CROSS-EF ACTIVITIES,7275
PROCESS & REACTION ENGINEERING,1403
POP & COMMUNITY ECOL PROG,1182
Systematics & Biodiversity Sci,7374
ANIMAL BEHAVIOR,7659
EVOLUTIONARY GENETICS,7378
ANIMAL BEHAVIOR,7659
ELECTRONIC/PHOTONIC MATERIALS,1775
CDS&E-MSS,8069
EVOLUTIONARY ECOLOGY,7377
ANIMAL BEHAVIOR,7659
ECOSYSTEM STUDIES,1181
Systematics & Biodiversity Sci,7374
POP & COMMUNITY ECOL PROG,1182
EVOLUTIONARY GENETICS,7378
ATOMIC & MOLECULAR DYNAMICS,1291
ECOSYSTEM STUDIES,1181
Systematics & Biodiversity Sci,7374
POP & COMMUNITY ECOL PROG,1182
ANIMAL BEHAVIOR,7659
EVOLUTIONARY GENETICS,7378
Systematics & Biodiversity Sci,7374
ANIMAL BEHAVIOR,7659
Systematics & Biodiversity Sci,7374
ECOSYSTEM STUDIES,1181
ECOSYSTEM STUDIES,1181
EVOLUTIONARY GENETICS,7378
EVOLUTIONARY ECOLOGY,7377
ELECTRONIC/PHOTONIC MATERIALS,1775
CROSS-EF ACTIVITIES,7275
ANIMAL BEHAVIOR,7659
POP & COMMUNITY ECOL PROG,1182
ECOSYSTEM STUDIES,1181
POP & COMMUNITY ECOL PROG,1182
Systematics & Biodiversity Sci,7374
COMBUSTION, FIRE, & PLASMA SYS,1407
Biodiversity: Discov &Analysis,1198
POP & COMMUNITY ECOL PROG,1182
ANIMAL BEHAVIOR,7659
ANIMAL BEHAVIOR,7659
ANIMAL BEHAVIOR,7659
ANIMAL BEHAVIOR,7659
POP & COMMUNITY ECOL PROG,1182
Systematics & Biodiversity Sci,7374
Systematics & Biodiversity Sci,7374
Systematics & Biodiversity Sci,7374
POP & COMMUNITY ECOL PROG,1182
EVOLUTIONARY GENETICS,7378
EVOLUTIONARY ECOLOGY,7377
ANIMAL BEHAVIOR,7659
POP & COMMUNITY ECOL PROG,1182
ECOSYSTEM STUDIES,1181
ECOSYSTEM STUDIES,1181
ECOSYSTEM STUDIES,1181
EVOLUTIONARY ECOLOGY,7377
Systematics & Biodiversity Sci,7374
EVOLUTIONARY ECOLOGY,7377
EVOLUTIONARY GENETICS,7378
POP & COMMUNITY ECOL PROG,1182
POP & COMMUNITY ECOL PROG,1182
Systematics & Biodiversity Sci,7374
CERAMICS,1774
POP & COMMUNITY ECOL PROG,1182
POP & COMMUNITY ECOL PROG,1182
EVOLUTIONARY GENETICS,7378
ELECTRONIC/PHOTONIC MATERIALS,1775
CROSS-EF ACTIVITIES,7275
Systematics & Biodiversity Sci,7374
ECOSYSTEM STUDIES,1181
CONDENSED MATTER PHYSICS,1710
SOCIAL-COMPUTATIONAL SYSTEMS,7953
EVOLUTIONARY ECOLOGY,7377
Human-Centered Computing,7367
POP & COMMUNITY ECOL PROG,1182
COMPUTATIONAL MATHEMATICS,1271
EXTRAGALACTIC ASTRON & COSMOLO,1217
EVOLUTIONARY ECOLOGY,7377
EVOLUTIONARY ECOLOGY,7377
Systematics & Biodiversity Sci,7374
POP & COMMUNITY ECOL PROG,1182
APPLIED MATHEMATICS,1266
EXTRAGALACTIC ASTRON & COSMOLO,1217
POLYMERS,1773
Systematics & Biodiversity Sci,7374
APPLIED MATHEMATICS,1266
Systematics & Biodiversity Sci,7374
EVOLUTIONARY GENETICS,7378
POP & COMMUNITY ECOL PROG,1182
CONTINENTAL DYNAMICS PROGRAM,1581
EVOLUTIONARY GENETICS,7378
ECOSYSTEM STUDIES,1181
ECOSYSTEM STUDIES,1181
EVOLUTIONARY ECOLOGY,7377
Systematics & Biodiversity Sci,7374
Systematics & Biodiversity Sci,7374
APPLIED MATHEMATICS,1266
STELLAR ASTRONOMY & ASTROPHYSC,1215
EXTRAGALACTIC ASTRON & COSMOLO,1217
EXTRAGALACTIC ASTRON & COSMOLO,1217
APPLIED MATHEMATICS,1266
APPLIED MATHEMATICS,1266
TOPOLOGY,1267
SPECIAL PROGRAMS IN ASTRONOMY,1219
APPLIED MATHEMATICS,1266
Human-Centered Computing,7367
STELLAR ASTRONOMY & ASTROPHYSC,1215
SOCIAL-COMPUTATIONAL SYSTEMS,7953
STELLAR ASTRONOMY & ASTROPHYSC,1215
SOCIAL-COMPUTATIONAL SYSTEMS,7953
APPLIED MATHEMATICS,1266
ELEMENTARY PARTICLE ACCEL USER,1221
APPLIED MATHEMATICS,1266
Human-Centered Computing,7367
SOCIAL-COMPUTATIONAL SYSTEMS,7953
APPLIED MATHEMATICS,1266
EXTRAGALACTIC ASTRON & COSMOLO,1217
INFORMATION TECHNOLOGY RESEARC,1640
OCE,6899
MARINE GEOLOGY AND GEOPHYSICS,1620
SYMBIOSIS DEF & SELF RECOG,7656
STELLAR ASTRONOMY & ASTROPHYSC,1215
PHYSICAL & DYNAMIC METEOROLOGY,1525
DYN COUPLED NATURAL-HUMAN,1691
STELLAR ASTRONOMY & ASTROPHYSC,1215
EXTRAGALACTIC ASTRON & COSMOLO,1217
SOCIAL-COMPUTATIONAL SYSTEMS,7953
APPLIED MATHEMATICS,1266
APPLIED MATHEMATICS,1266
PHYSICAL & DYNAMIC METEOROLOGY,1525
APPLIED MATHEMATICS,1266
APPLIED MATHEMATICS,1266
APPLIED MATHEMATICS,1266
PARTICULATE &MULTIPHASE PROCES,1415
EXTRAGALACTIC ASTRON & COSMOLO,1217
STELLAR ASTRONOMY & ASTROPHYSC,1215
SOCIAL-COMPUTATIONAL SYSTEMS,7953
OCEANOGRAPHIC INSTRUMENTATION,5413
STELLAR ASTRONOMY & ASTROPHYSC,1215
APPLIED MATHEMATICS,1266
STELLAR ASTRONOMY & ASTROPHYSC,1215
APPLIED MATHEMATICS,1266
DYN COUPLED NATURAL-HUMAN,1691
EVOLUTIONARY PROCESSES CLUSTER,1127
GEOMETRIC ANALYSIS,1265
APPLIED MATHEMATICS,1266
EXTRAGALACTIC ASTRON & COSMOLO,1217
COMPUTATIONAL PHYSICS,7244
APPLIED MATHEMATICS,1266
APPLIED MATHEMATICS,1266
UNDERGROUND PHYSICS,7235
APPLIED MATHEMATICS,1266
STELLAR ASTRONOMY & ASTROPHYSC,1215
STELLAR ASTRONOMY & ASTROPHYSC,1215
APPLIED MATHEMATICS,1266
EXTRAGALACTIC ASTRON & COSMOLO,1217
APPLIED MATHEMATICS,1266
TOPOLOGY,1267
EXTRAGALACTIC ASTRON & COSMOLO,1217
APPLIED MATHEMATICS,1266
PLANETARY ASTRONOMY,1214
APPLIED MATHEMATICS,1266
RES IN NETWORKING TECH & SYS,7363
STELLAR ASTRONOMY & ASTROPHYSC,1215
EXTRAGALACTIC ASTRON & COSMOLO,1217
STELLAR ASTRONOMY & ASTROPHYSC,1215
PLANETARY ASTRONOMY,1214
APPLIED MATHEMATICS,1266
STELLAR ASTRONOMY & ASTROPHYSC,1215
APPLIED MATHEMATICS,1266
STELLAR ASTRONOMY & ASTROPHYSC,1215
GALACTIC ASTRONOMY PROGRAM,1216
APPLIED MATHEMATICS,1266
GALACTIC ASTRONOMY PROGRAM,1216
PLANETARY ASTRONOMY,1214
SHIP OPERATIONS,5411
DYN COUPLED NATURAL-HUMAN,1691
GALACTIC ASTRONOMY PROGRAM,1216
PLANETARY ASTRONOMY,1214
APPLIED MATHEMATICS,1266
APPLIED MATHEMATICS,1266
APPLIED MATHEMATICS,1266
EXTRAGALACTIC ASTRON & COSMOLO,1217
STELLAR ASTRONOMY & ASTROPHYSC,1215
STELLAR ASTRONOMY & ASTROPHYSC,1215
APPLIED MATHEMATICS,1266
PLANETARY ASTRONOMY,1214
GALACTIC ASTRONOMY PROGRAM,1216
QUATM INFO & REVOLUTIONARY COM,7281
EXTRAGALACTIC ASTRON & COSMOLO,1217
APPLIED MATHEMATICS,1266
EXTRAGALACTIC ASTRON & COSMOLO,1217
STELLAR ASTRONOMY & ASTROPHYSC,1215
DYN COUPLED NATURAL-HUMAN,1691
STELLAR ASTRONOMY & ASTROPHYSC,1215
STELLAR ASTRONOMY & ASTROPHYSC,1215
EXTRAGALACTIC ASTRON & COSMOLO,1217
COMPUTATIONAL MATHEMATICS,1271
APPLIED MATHEMATICS,1266
APPLIED MATHEMATICS,1266
EXTRAGALACTIC ASTRON & COSMOLO,1217
EXTRAGALACTIC ASTRON & COSMOLO,1217
GEOMETRIC ANALYSIS,1265
APPLIED MATHEMATICS,1266
APPLIED MATHEMATICS,1266
DYN COUPLED NATURAL-HUMAN,1691
STELLAR ASTRONOMY & ASTROPHYSC,1215
APPLIED MATHEMATICS,1266
EXTRAGALACTIC ASTRON & COSMOLO,1217
EXTRAGALACTIC ASTRON & COSMOLO,1217
EXTRAGALACTIC ASTRON & COSMOLO,1217
APPLIED MATHEMATICS,1266
APPLIED MATHEMATICS,1266
STELLAR ASTRONOMY & ASTROPHYSC,1215
APPLIED MATHEMATICS,1266
APPLIED MATHEMATICS,1266
STELLAR ASTRONOMY & ASTROPHYSC,1215
GALACTIC ASTRONOMY PROGRAM,1216
APPLIED MATHEMATICS,1266
EXTRAGALACTIC ASTRON & COSMOLO,1217
STELLAR ASTRONOMY & ASTROPHYSC,1215
EXTRAGALACTIC ASTRON & COSMOLO,1217
STELLAR ASTRONOMY & ASTROPHYSC,1215
STELLAR ASTRONOMY & ASTROPHYSC,1215
EXTRAGALACTIC ASTRON & COSMOLO,1217
DYN COUPLED NATURAL-HUMAN,1691
DYN COUPLED NATURAL-HUMAN,1691
Manufacturing Machines & Equip,1468
APPLIED MATHEMATICS,1266
DYN COUPLED NATURAL-HUMAN,1691
GEOMETRIC ANALYSIS,1265
APPLIED MATHEMATICS,1266
APPLIED MATHEMATICS,1266
EXTRAGALACTIC ASTRON & COSMOLO,1217
STELLAR ASTRONOMY & ASTROPHYSC,1215
GALACTIC ASTRONOMY PROGRAM,1216
CLIMATE & LARGE-SCALE DYNAMICS,5740
GALACTIC ASTRONOMY PROGRAM,1216
STELLAR ASTRONOMY & ASTROPHYSC,1215
DYN COUPLED NATURAL-HUMAN,1691
APPLIED MATHEMATICS,1266
EXTRAGALACTIC ASTRON & COSMOLO,1217
APPLIED MATHEMATICS,1266
APPLIED MATHEMATICS,1266
APPLIED MATHEMATICS,1266
QUATM INFO & REVOLUTIONARY COM,7281
STELLAR ASTRONOMY & ASTROPHYSC,1215
APPLIED MATHEMATICS,1266
STELLAR ASTRONOMY & ASTROPHYSC,1215
COMPUTATIONAL MATHEMATICS,1271
EXTRAGALACTIC ASTRON & COSMOLO,1217
APPLIED MATHEMATICS,1266
APPLIED MATHEMATICS,1266
DYN COUPLED NATURAL-HUMAN,1691
DYN COUPLED NATURAL-HUMAN,1691
DYN COUPLED NATURAL-HUMAN,1691
APPLIED MATHEMATICS,1266
GALACTIC ASTRONOMY PROGRAM,1216
EXTRAGALACTIC ASTRON & COSMOLO,1217
DYN COUPLED NATURAL-HUMAN,1691
EXTRAGALACTIC ASTRON & COSMOLO,1217
APPLIED MATHEMATICS,1266
APPLIED MATHEMATICS,1266
STELLAR ASTRONOMY & ASTROPHYSC,1215
GALACTIC ASTRONOMY PROGRAM,1216
GALACTIC ASTRONOMY PROGRAM,1216
DECISION RISK & MANAGEMENT SCI,1321
DYN COUPLED NATURAL-HUMAN,1691
Structure,Dynamics &Mechanisms,6879
PLANETARY ASTRONOMY,1214
STELLAR ASTRONOMY & ASTROPHYSC,1215
DYN COUPLED NATURAL-HUMAN,1691
APPLIED MATHEMATICS,1266
APPLIED MATHEMATICS,1266
APPLIED MATHEMATICS,1266
APPLIED MATHEMATICS,1266
PLANETARY ASTRONOMY,1214
STELLAR ASTRONOMY & ASTROPHYSC,1215
APPLIED MATHEMATICS,1266
STELLAR ASTRONOMY & ASTROPHYSC,1215
DYN COUPLED NATURAL-HUMAN,1691
EXTRAGALACTIC ASTRON & COSMOLO,1217
STELLAR ASTRONOMY & ASTROPHYSC,1215
PLANETARY ASTRONOMY,1214
GALACTIC ASTRONOMY PROGRAM,1216
STELLAR ASTRONOMY & ASTROPHYSC,1215
EXTRAGALACTIC ASTRON & COSMOLO,1217
BIOMEDICAL ENGINEERING,5345
NANO NON-SOLIC SCI & ENG AWD,7237
SPECIAL PROGRAMS IN ASTRONOMY,1219
COMPUTATIONAL PHYSICS,7244
COMPUTATIONAL PHYSICS,7244
PHYSICAL & DYNAMIC METEOROLOGY,1525
ROBUST INTELLIGENCE,7495
Theory, Models, Comput. Method,6881
DISCOVERY RESEARCH K-12,7645
SPECIAL PROGRAMS IN ASTRONOMY,1219
Chemical Synthesis,6878
Science of Learning Activities,7704
Human-Centered Computing,7367
BIOMEDICAL ENGINEERING,5345
SPECIAL PROGRAMS IN ASTRONOMY,1219
SPECIAL STUDIES AND ANALYSES,1385
ANTARCTIC EARTH SCIENCES,5112
QUATM INFO & REVOLUTIONARY COM,7281
INFO INTEGRATION & INFORMATICS,7364
PHYSICS OF LIVING SYSTEMS,7246
STTR PHASE I,1505
STTR PHASE I,1505
SPECIAL STUDIES AND ANALYSES,1385
EDUCATION AND HUMAN RESOURCES,1575
Structure,Dynamics &Mechanisms,6879
STATISTICS,1269
STTR PHASE I,1505
TECTONICS,1572
ELEMENTARY PARTICLE THEORY,1286
Chemical Measurement & Imaging,6880
STTR PHASE I,1505
ELEMENTARY PARTICLE ACCEL USER,1221
Structure,Dynamics &Mechanisms,6879
STTR PHASE I,1505
QUATM INFO & REVOLUTIONARY COM,7281
PROJECTS,1978
Environmental Chemical Science,6882
INFO INTEGRATION & INFORMATICS,7364
Chemistry of Life Processes,6883
ALGORITHMIC FOUNDATIONS,7796
INNOVATION & ORG SCIENCES(IOS),5376
UPPER ATMOSPHERIC FACILITIES,4202
Human-Centered Computing,7367
BIOLOGICAL OCEANOGRAPHY,1650
Cellular Dynamics and Function,1114
COMPUTATIONAL PHYSICS,7244
OCEANOGRAPHIC INSTRUMENTATION,5413
QUATM INFO & REVOLUTIONARY COM,7281
Theory, Models, Comput. Method,6881
ARCHAEOLOGY,1391
Combinatorics,7970
Macromolec/Supramolec/Nano,6885
TOPOLOGY,1267
QUATM INFO & REVOLUTIONARY COM,7281
Macromolec/Supramolec/Nano,6885
COMPUTATIONAL PHYSICS,7244
QUATM INFO & REVOLUTIONARY COM,7281
Chemical Catalysis,6884
QUATM INFO & REVOLUTIONARY COM,7281
COMPUTATIONAL PHYSICS,7244
QUATM INFO & REVOLUTIONARY COM,7281
ELEMENTARY PARTICLE THEORY,1286
GEOMETRIC ANALYSIS,1265
QUATM INFO & REVOLUTIONARY COM,7281
SIGNAL PROCESSING,7936
BIOMATERIALS PROGRAM,7623
Inter Com Sci Econ Soc S (ICE),8052
GRAPHICS & VISUALIZATION,7453
PLANT GENOME RESEARCH PROJECT,1329
INFO INTEGRATION & INFORMATICS,7364
Chemical Synthesis,6878
ANALYSIS PROGRAM,1281
SPECIAL PROJECTS - CISE,1714
CHEMICAL & BIOLOGICAL SEPAR,1417
PARTICLE ASTROPHYSICS,1643
BIOPHOTONICS, IMAGING &SENSING,7236
Structure,Dynamics &Mechanisms,6879
Structure,Dynamics &Mechanisms,6879
ARCHAEOLOGY,1391
BIOTECH, BIOCHEM & BIOMASS ENG,1491
OFFICE OF MULTIDISCIPLINARY AC,1253
Theory, Models, Comput. Method,6881
PLANT GENOME RESEARCH PROJECT,1329
Biomechanics & Mechanobiology,7479
PLANT GENOME RESEARCH PROJECT,1329
MAGNETOSPHERIC PHYSICS,5750
RES IN NETWORKING TECH & SYS,7363
OCEANOGRAPHIC TECHNICAL SERVCE,5415
BM Gates Foundation,8288
Chemical Measurement & Imaging,6880
SMALL BUSINESS PHASE I,5371
ELEMENTARY PARTICLE THEORY,1286
Chemical Measurement & Imaging,6880
ATMOSPHERIC CHEMISTRY,1524
INFORMATION TECHNOLOGY RESEARC,1640
CI-TEAM,7477
SOFTWARE & HARDWARE FOUNDATION,7798
Chemical Synthesis,6878
Environmental Chemical Science,6882
Software Institutes,8004
Chemistry of Life Processes,6883
ECOSYSTEM STUDIES,1181
AISL,7259
PETROLOGY AND GEOCHEMISTRY,1573
Genetic Mechanisms,1112
DISCOVERY RESEARCH K-12,7645
Structure,Dynamics &Mechanisms,6879
SMALL BUSINESS PHASE I,5371
BIOLOGICAL OCEANOGRAPHY,1650
SHIP OPERATIONS,5411
SHIP OPERATIONS,5411
INFORMATION TECHNOLOGY RESEARC,1640
SHIP OPERATIONS,5411
ROBUST INTELLIGENCE,7495
Macromolec/Supramolec/Nano,6885
AISL,7259
Chemical Measurement & Imaging,6880
SHIP OPERATIONS,5411
SMALL BUSINESS PHASE I,5371
STATISTICS,1269
SMALL BUSINESS PHASE I,5371
Structure,Dynamics &Mechanisms,6879
INTERNATIONAL COORDINATION ACT,1679
Chemical Synthesis,6878
Chemical Synthesis,6878
COMPUTER SYSTEMS,7354
Chemical Measurement & Imaging,6880
TECTONICS,1572
Human-Centered Computing,7367
COMBUSTION, FIRE, & PLASMA SYS,1407
SOFTWARE & HARDWARE FOUNDATION,7798
Macromolec/Supramolec/Nano,6885
Structure,Dynamics &Mechanisms,6879
Structure,Dynamics &Mechanisms,6879
SOLID STATE & MATERIALS CHEMIS,1762
OFFICE OF MULTIDISCIPLINARY AC,1253
SOFTWARE & HARDWARE FOUNDATION,7798
SOFTWARE & HARDWARE FOUNDATION,7798
SYMBIOSIS DEF & SELF RECOG,7656
OCEAN TECH & INTERDISC COORDIN,1680
Macromolec/Supramolec/Nano,6885
Chemical Synthesis,6878
SOFTWARE & HARDWARE FOUNDATION,7798
CLIMATE & LARGE-SCALE DYNAMICS,5740
Structure,Dynamics &Mechanisms,6879
Theory, Models, Comput. Method,6881
ALGORITHMIC FOUNDATIONS,7796
SPECIAL PROJECTS - CISE,1714
Chemistry of Life Processes,6883
Chemistry of Life Processes,6883
Chemical Catalysis,6884
ELEMENTARY PARTICLE THEORY,1286
Chemical Catalysis,6884
Structure,Dynamics &Mechanisms,6879
INTERFAC PROCESSES & THERMODYN,1414
OCE SPECIAL PROGRAMS,5418
Macromolec/Supramolec/Nano,6885
Structure,Dynamics &Mechanisms,6879
Structure,Dynamics &Mechanisms,6879
Chemical Synthesis,6878
Chemical Catalysis,6884
Environmental Chemical Science,6882
Chemical Catalysis,6884
Structure,Dynamics &Mechanisms,6879
Structure,Dynamics &Mechanisms,6879
Chemical Measurement & Imaging,6880
Chemical Synthesis,6878
Theory, Models, Comput. Method,6881
Structure,Dynamics &Mechanisms,6879
Chemistry of Life Processes,6883
Theory, Models, Comput. Method,6881
Structure,Dynamics &Mechanisms,6879
Chemical Synthesis,6878
Theory, Models, Comput. Method,6881
Chemical Catalysis,6884
Chemical Catalysis,6884
Theory, Models, Comput. Method,6881
Structure,Dynamics &Mechanisms,6879
ENERGY,POWER,ADAPTIVE SYS,7607
Chemical Measurement & Imaging,6880
ENERGY,POWER,ADAPTIVE SYS,7607
Chemical Synthesis,6878
PHYSICAL & DYNAMIC METEOROLOGY,1525
Macromolec/Supramolec/Nano,6885
Structure,Dynamics &Mechanisms,6879
Chemical Catalysis,6884
Theory, Models, Comput. Method,6881
Environmental Chemical Science,6882
Structure,Dynamics &Mechanisms,6879
GEOPHYSICS,1574
Theory, Models, Comput. Method,6881
